net,length_um
_04936_,3.36µm
_04998_,3.36µm
_05011_,3.36µm
_05078_,3.36µm
_05090_,3.36µm
_05103_,3.36µm
_05177_,3.36µm
_05296_,3.36µm
_05377_,3.36µm
_05402_,3.36µm
_05576_,3.36µm
_05639_,3.36µm
_05675_,3.36µm
_05739_,3.36µm
_05783_,3.36µm
_05826_,3.36µm
_05881_,3.36µm
_05897_,3.36µm
_05908_,3.36µm
_06000_,3.36µm
_06260_,3.36µm
_06302_,3.36µm
_06343_,3.36µm
_06395_,3.36µm
_06490_,3.36µm
_06538_,3.36µm
_06612_,3.36µm
_06702_,3.36µm
_06821_,3.36µm
_06828_,3.36µm
_06881_,3.36µm
_06886_,3.36µm
_06893_,3.36µm
_06902_,3.36µm
_06916_,3.36µm
_06950_,3.36µm
_07009_,3.36µm
_07021_,3.36µm
_07073_,3.36µm
_07109_,3.36µm
_07117_,3.36µm
_07124_,3.36µm
_07143_,3.36µm
_07158_,3.36µm
_07178_,3.36µm
_07207_,3.36µm
_07218_,3.36µm
_07235_,3.36µm
_07343_,3.36µm
_07361_,3.36µm
_07379_,3.36µm
_07505_,3.36µm
_07604_,3.36µm
_07623_,3.36µm
_07650_,3.36µm
_07668_,3.36µm
_07703_,3.36µm
_07711_,3.36µm
_07773_,3.36µm
_07784_,3.36µm
_07824_,3.36µm
_07836_,3.36µm
_07845_,3.36µm
_07850_,3.36µm
_07864_,3.36µm
_07871_,3.36µm
_07878_,3.36µm
_07881_,3.36µm
_07909_,3.36µm
_07929_,3.36µm
_07933_,3.36µm
_07966_,3.36µm
_08034_,3.36µm
_08076_,3.36µm
_08106_,3.36µm
_08121_,3.36µm
_08219_,3.36µm
_08304_,3.36µm
_08316_,3.36µm
_08320_,3.36µm
_08358_,3.36µm
_08375_,3.36µm
_08565_,3.36µm
_08634_,3.36µm
_08668_,3.36µm
_08672_,3.36µm
_08677_,3.36µm
_08685_,3.36µm
_08729_,3.36µm
_08738_,3.36µm
_08740_,3.36µm
_08747_,3.36µm
_08769_,3.36µm
_08772_,3.36µm
_08791_,3.36µm
_08845_,3.36µm
_08854_,3.36µm
_08877_,3.36µm
_08885_,3.36µm
_08887_,3.36µm
_08890_,3.36µm
_08895_,3.36µm
_08953_,3.36µm
_08958_,3.36µm
_08964_,3.36µm
_09004_,3.36µm
_09025_,3.36µm
_09074_,3.36µm
_09079_,3.36µm
_09129_,3.36µm
_09137_,3.36µm
_09193_,3.36µm
_09208_,3.36µm
_09234_,3.36µm
_09273_,3.36µm
_09304_,3.36µm
_09323_,3.36µm
_09350_,3.36µm
_09408_,3.36µm
_09412_,3.36µm
_09446_,3.36µm
_09457_,3.36µm
_09471_,3.36µm
_09480_,3.36µm
_09512_,3.36µm
_09517_,3.36µm
_09518_,3.36µm
_09612_,3.36µm
_09640_,3.36µm
_09641_,3.36µm
_09643_,3.36µm
_09661_,3.36µm
_09663_,3.36µm
_09691_,3.36µm
_09701_,3.36µm
_09757_,3.36µm
_09778_,3.36µm
_09793_,3.36µm
_09837_,3.36µm
_09869_,3.36µm
_09875_,3.36µm
_09885_,3.36µm
_09898_,3.36µm
_09902_,3.36µm
_09928_,3.36µm
_09931_,3.36µm
_09937_,3.36µm
_09964_,3.36µm
_09974_,3.36µm
_09984_,3.36µm
_09997_,3.36µm
_10025_,3.36µm
_10035_,3.36µm
_10037_,3.36µm
_10042_,3.36µm
_10125_,3.36µm
_10172_,3.36µm
_10193_,3.36µm
_10235_,3.36µm
_10237_,3.36µm
_10278_,3.36µm
_10297_,3.36µm
_10305_,3.36µm
_10343_,3.36µm
_10357_,3.36µm
_10398_,3.36µm
_10416_,3.36µm
_10430_,3.36µm
_10506_,3.36µm
_10533_,3.36µm
_10547_,3.36µm
_10553_,3.36µm
_10563_,3.36µm
_10567_,3.36µm
_10582_,3.36µm
_10601_,3.36µm
_10605_,3.36µm
_10613_,3.36µm
_10615_,3.36µm
_10643_,3.36µm
_10655_,3.36µm
_10664_,3.36µm
_10764_,3.36µm
_10809_,3.36µm
_10987_,3.36µm
_11204_,3.36µm
_11239_,3.36µm
_11307_,3.36µm
_11339_,3.36µm
_11352_,3.36µm
_11393_,3.36µm
_11396_,3.36µm
_11442_,3.36µm
_11519_,3.36µm
_11532_,3.36µm
_11540_,3.36µm
_11544_,3.36µm
_11586_,3.36µm
_11612_,3.36µm
_11628_,3.36µm
_11660_,3.36µm
_11711_,3.36µm
_11716_,3.36µm
_11760_,3.36µm
_11906_,3.36µm
_11996_,3.36µm
_12009_,3.36µm
_12016_,3.36µm
_12025_,3.36µm
_12052_,3.36µm
_12100_,3.36µm
_12120_,3.36µm
_12122_,3.36µm
_12129_,3.36µm
_12183_,3.36µm
_12248_,3.36µm
_12251_,3.36µm
_12258_,3.36µm
_12262_,3.36µm
_12291_,3.36µm
_12319_,3.36µm
_12343_,3.36µm
_12384_,3.36µm
_12425_,3.36µm
_12485_,3.36µm
_12565_,3.36µm
_12610_,3.36µm
_12773_,3.36µm
_12824_,3.36µm
_12851_,3.36µm
_12870_,3.36µm
_12887_,3.36µm
_12903_,3.36µm
_12961_,3.36µm
_13057_,3.36µm
_13068_,3.36µm
_13078_,3.36µm
_13096_,3.36µm
_13168_,3.36µm
_13191_,3.36µm
_13206_,3.36µm
_13209_,3.36µm
_13221_,3.36µm
_13241_,3.36µm
_13242_,3.36µm
_13250_,3.36µm
_13251_,3.36µm
_13273_,3.36µm
_13327_,3.36µm
_13341_,3.36µm
_13351_,3.36µm
_13368_,3.36µm
_13373_,3.36µm
_13434_,3.36µm
_13492_,3.36µm
_13504_,3.36µm
_13510_,3.36µm
_13520_,3.36µm
_13556_,3.36µm
_13586_,3.36µm
_13598_,3.36µm
_13614_,3.36µm
_13703_,3.36µm
_13714_,3.36µm
_13729_,3.36µm
_13741_,3.36µm
_13760_,3.36µm
_13827_,3.36µm
_13831_,3.36µm
_13859_,3.36µm
_13862_,3.36µm
_13890_,3.36µm
_13973_,3.36µm
_13984_,3.36µm
_14052_,3.36µm
_14070_,3.36µm
_14126_,3.36µm
_14151_,3.36µm
_14157_,3.36µm
_14234_,3.36µm
_14257_,3.36µm
_14402_,3.36µm
_14482_,3.36µm
_14541_,3.36µm
_14542_,3.36µm
_14592_,3.36µm
_14599_,3.36µm
_14618_,3.36µm
_14658_,3.36µm
_14714_,3.36µm
_14725_,3.36µm
_14735_,3.36µm
_14752_,3.36µm
_14757_,3.36µm
_14774_,3.36µm
_14785_,3.36µm
_14788_,3.36µm
_14795_,3.36µm
_14803_,3.36µm
_14823_,3.36µm
_14834_,3.36µm
_14876_,3.36µm
_14957_,3.36µm
_15098_,3.36µm
_15114_,3.36µm
_15197_,3.36µm
_15268_,3.36µm
_15340_,3.36µm
_15366_,3.36µm
_15367_,3.36µm
_15432_,3.36µm
_15448_,3.36µm
_15463_,3.36µm
_15464_,3.36µm
_15495_,3.36µm
_15515_,3.36µm
_15522_,3.36µm
_15548_,3.36µm
_15555_,3.36µm
_15562_,3.36µm
_15569_,3.36µm
_15676_,3.36µm
_15685_,3.36µm
_15784_,3.36µm
_15821_,3.36µm
_15935_,3.36µm
_16012_,3.36µm
_16059_,3.36µm
_16064_,3.36µm
_16067_,3.36µm
_16074_,3.36µm
_16094_,3.36µm
_16205_,3.36µm
_16206_,3.36µm
_16271_,3.36µm
_16287_,3.36µm
_16294_,3.36µm
_16346_,3.36µm
_16350_,3.36µm
_16376_,3.36µm
_16384_,3.36µm
_16389_,3.36µm
_16412_,3.36µm
_16523_,3.36µm
_16797_,3.36µm
_16893_,3.36µm
_16895_,3.36µm
_16967_,3.36µm
_17043_,3.36µm
_17059_,3.36µm
_17123_,3.36µm
_17161_,3.36µm
_17202_,3.36µm
_17248_,3.36µm
_17289_,3.36µm
_17300_,3.36µm
_17324_,3.36µm
_17380_,3.36µm
_17528_,3.36µm
_17578_,3.36µm
_17590_,3.36µm
u_integration_final.integration_inst.quantizer_inst.zp_0\[2\],3.36µm
u_integration_final.integration_inst.quantizer_inst.zp_0\[3\],3.36µm
u_integration_final.integration_inst.reg_bank_inst.cols_a_d\[0\]\[0\],3.36µm
u_integration_final.integration_inst.reg_bank_inst.cols_a_d\[1\]\[1\],3.36µm
u_integration_final.integration_inst.reg_bank_inst.cols_a_d\[2\]\[0\],3.36µm
net677,3.36µm
net691,3.36µm
net735,3.36µm
net785,3.36µm
net806,3.36µm
net831,3.36µm
net910,3.36µm
net937,3.36µm
net1686,3.36µm
net1869,3.36µm
net2010,3.36µm
net2069,3.36µm
net2467,3.36µm
net2595,3.36µm
net3224,3.36µm
net3801,3.36µm
net3821,3.36µm
net3839,3.36µm
net3887,3.36µm
_06897_,3.08µm
_11241_,3.08µm
_11224_,2.95µm
_01736_,2.9µm
_01745_,2.9µm
_02020_,2.9µm
_02219_,2.9µm
_02224_,2.9µm
_02435_,2.9µm
_02518_,2.9µm
_02565_,2.9µm
_02717_,2.9µm
_02833_,2.9µm
_02887_,2.9µm
_02925_,2.9µm
_03092_,2.9µm
_03109_,2.9µm
_03589_,2.9µm
_03928_,2.9µm
_04595_,2.9µm
_04933_,2.9µm
_05029_,2.9µm
_05250_,2.9µm
_06141_,2.9µm
_06341_,2.9µm
_07039_,2.9µm
_07216_,2.9µm
_07313_,2.9µm
_07401_,2.9µm
_07540_,2.9µm
_07792_,2.9µm
_07841_,2.9µm
_07894_,2.9µm
_07990_,2.9µm
_08055_,2.9µm
_08119_,2.9µm
_08161_,2.9µm
_08239_,2.9µm
_08334_,2.9µm
_08552_,2.9µm
_08589_,2.9µm
_09044_,2.9µm
_09135_,2.9µm
_09510_,2.9µm
_09851_,2.9µm
_09853_,2.9µm
_09982_,2.9µm
_10318_,2.9µm
_10921_,2.9µm
_11258_,2.9µm
_11659_,2.9µm
_12196_,2.9µm
_12289_,2.9µm
_12387_,2.9µm
_12995_,2.9µm
_13421_,2.9µm
_13666_,2.9µm
_13833_,2.9µm
_13945_,2.9µm
_14060_,2.9µm
_14810_,2.9µm
_15415_,2.9µm
_15476_,2.9µm
_16060_,2.9µm
_16219_,2.9µm
_16466_,2.9µm
_16707_,2.9µm
_16739_,2.9µm
_16804_,2.9µm
_16819_,2.9µm
_17008_,2.9µm
_17038_,2.9µm
_17044_,2.9µm
_17057_,2.9µm
_17299_,2.9µm
net52,2.9µm
_01939_,2.85µm
_02087_,2.85µm
_02161_,2.85µm
_02771_,2.85µm
_03793_,2.85µm
_04894_,2.85µm
_05728_,2.85µm
_07558_,2.85µm
_07600_,2.85µm
_07620_,2.85µm
_07655_,2.85µm
_08340_,2.85µm
_09899_,2.85µm
_10008_,2.85µm
_11157_,2.85µm
_11374_,2.85µm
_00025_,2.8µm
_00041_,2.8µm
_00058_,2.8µm
_00091_,2.8µm
_00092_,2.8µm
_00093_,2.8µm
_00143_,2.8µm
_00167_,2.8µm
_00172_,2.8µm
_00189_,2.8µm
_00199_,2.8µm
_00230_,2.8µm
_00243_,2.8µm
_00254_,2.8µm
_00268_,2.8µm
_00272_,2.8µm
_00278_,2.8µm
_00288_,2.8µm
_00309_,2.8µm
_00314_,2.8µm
_00338_,2.8µm
_00438_,2.8µm
_00439_,2.8µm
_00454_,2.8µm
_00478_,2.8µm
_00535_,2.8µm
_00539_,2.8µm
_00557_,2.8µm
_00559_,2.8µm
_00564_,2.8µm
_00565_,2.8µm
_00598_,2.8µm
_00615_,2.8µm
_00621_,2.8µm
_00626_,2.8µm
_00644_,2.8µm
_00650_,2.8µm
_00651_,2.8µm
_00667_,2.8µm
_00679_,2.8µm
_00683_,2.8µm
_00705_,2.8µm
_00719_,2.8µm
_00722_,2.8µm
_00732_,2.8µm
_00790_,2.8µm
_00799_,2.8µm
_00802_,2.8µm
_00816_,2.8µm
_00819_,2.8µm
_00834_,2.8µm
_00855_,2.8µm
_00870_,2.8µm
_00885_,2.8µm
_00888_,2.8µm
_00917_,2.8µm
_00921_,2.8µm
_00933_,2.8µm
_00939_,2.8µm
_00948_,2.8µm
_00950_,2.8µm
_00969_,2.8µm
_00984_,2.8µm
_00987_,2.8µm
_00990_,2.8µm
_01002_,2.8µm
_01012_,2.8µm
_01030_,2.8µm
_01031_,2.8µm
_01042_,2.8µm
_01046_,2.8µm
_01057_,2.8µm
_01066_,2.8µm
_01077_,2.8µm
_01096_,2.8µm
_01101_,2.8µm
_01129_,2.8µm
_01142_,2.8µm
_01147_,2.8µm
_01148_,2.8µm
_01151_,2.8µm
_01152_,2.8µm
_01200_,2.8µm
_01233_,2.8µm
_01234_,2.8µm
_01244_,2.8µm
_01273_,2.8µm
_01282_,2.8µm
_01286_,2.8µm
_01302_,2.8µm
_01303_,2.8µm
_01309_,2.8µm
_01312_,2.8µm
_01319_,2.8µm
_01321_,2.8µm
_01341_,2.8µm
_01357_,2.8µm
_01371_,2.8µm
_01385_,2.8µm
_01397_,2.8µm
_01400_,2.8µm
_01403_,2.8µm
_01428_,2.8µm
_01430_,2.8µm
_01461_,2.8µm
_01462_,2.8µm
_01466_,2.8µm
_01476_,2.8µm
_01486_,2.8µm
_01508_,2.8µm
_01510_,2.8µm
_01517_,2.8µm
_01524_,2.8µm
_01529_,2.8µm
_01530_,2.8µm
_01532_,2.8µm
_01558_,2.8µm
_01560_,2.8µm
_01566_,2.8µm
_01588_,2.8µm
_01628_,2.8µm
_01637_,2.8µm
_01646_,2.8µm
_01668_,2.8µm
_01733_,2.8µm
_01739_,2.8µm
_01740_,2.8µm
_01747_,2.8µm
_01751_,2.8µm
_01768_,2.8µm
_01775_,2.8µm
_01778_,2.8µm
_01853_,2.8µm
_01871_,2.8µm
_01960_,2.8µm
_02002_,2.8µm
_02037_,2.8µm
_02119_,2.8µm
_02190_,2.8µm
_02194_,2.8µm
_02201_,2.8µm
_02211_,2.8µm
_02295_,2.8µm
_02315_,2.8µm
_02335_,2.8µm
_02366_,2.8µm
_02386_,2.8µm
_02388_,2.8µm
_02421_,2.8µm
_02423_,2.8µm
_02443_,2.8µm
_02455_,2.8µm
_02461_,2.8µm
_02491_,2.8µm
_02494_,2.8µm
_02545_,2.8µm
_02602_,2.8µm
_02603_,2.8µm
_02630_,2.8µm
_02638_,2.8µm
_02660_,2.8µm
_02765_,2.8µm
_02782_,2.8µm
_02794_,2.8µm
_02854_,2.8µm
_02877_,2.8µm
_02906_,2.8µm
_02948_,2.8µm
_03007_,2.8µm
_03047_,2.8µm
_03083_,2.8µm
_03119_,2.8µm
_03201_,2.8µm
_03202_,2.8µm
_03215_,2.8µm
_03239_,2.8µm
_03254_,2.8µm
_03274_,2.8µm
_03284_,2.8µm
_03328_,2.8µm
_03382_,2.8µm
_03391_,2.8µm
_03449_,2.8µm
_03461_,2.8µm
_03477_,2.8µm
_03485_,2.8µm
_03568_,2.8µm
_03624_,2.8µm
_03658_,2.8µm
_03708_,2.8µm
_03877_,2.8µm
_03898_,2.8µm
_03960_,2.8µm
_03972_,2.8µm
_03979_,2.8µm
_04053_,2.8µm
_04061_,2.8µm
_04146_,2.8µm
_04187_,2.8µm
_04296_,2.8µm
_04301_,2.8µm
_04312_,2.8µm
_04315_,2.8µm
_04381_,2.8µm
_04382_,2.8µm
_04390_,2.8µm
_04412_,2.8µm
_04467_,2.8µm
_04478_,2.8µm
_04480_,2.8µm
_04516_,2.8µm
_04518_,2.8µm
_04584_,2.8µm
_04604_,2.8µm
_04622_,2.8µm
_04625_,2.8µm
_04630_,2.8µm
_04645_,2.8µm
_04661_,2.8µm
_04734_,2.8µm
_04754_,2.8µm
_04757_,2.8µm
_04766_,2.8µm
_04774_,2.8µm
_04780_,2.8µm
_04793_,2.8µm
_04862_,2.8µm
_04878_,2.8µm
_04889_,2.8µm
_04897_,2.8µm
_04898_,2.8µm
_04908_,2.8µm
_04987_,2.8µm
_05068_,2.8µm
_05089_,2.8µm
_05100_,2.8µm
_05182_,2.8µm
_05197_,2.8µm
_05265_,2.8µm
_05284_,2.8µm
_05288_,2.8µm
_05289_,2.8µm
_05309_,2.8µm
_05331_,2.8µm
_05349_,2.8µm
_05408_,2.8µm
_05435_,2.8µm
_05467_,2.8µm
_05488_,2.8µm
_05503_,2.8µm
_05510_,2.8µm
_05550_,2.8µm
_05593_,2.8µm
_05615_,2.8µm
_05627_,2.8µm
_05633_,2.8µm
_05652_,2.8µm
_05693_,2.8µm
_05713_,2.8µm
_05722_,2.8µm
_05751_,2.8µm
_05776_,2.8µm
_05786_,2.8µm
_05788_,2.8µm
_05872_,2.8µm
_05941_,2.8µm
_06003_,2.8µm
_06070_,2.8µm
_06089_,2.8µm
_06105_,2.8µm
_06154_,2.8µm
_06159_,2.8µm
_06173_,2.8µm
_06219_,2.8µm
_06245_,2.8µm
_06259_,2.8µm
_06353_,2.8µm
_06397_,2.8µm
_06497_,2.8µm
_06507_,2.8µm
_06569_,2.8µm
_06576_,2.8µm
_06689_,2.8µm
_06736_,2.8µm
_06776_,2.8µm
_06793_,2.8µm
_06798_,2.8µm
_06811_,2.8µm
_06874_,2.8µm
_06879_,2.8µm
_06892_,2.8µm
_06917_,2.8µm
_06967_,2.8µm
_06974_,2.8µm
_06976_,2.8µm
_06994_,2.8µm
_06996_,2.8µm
_07011_,2.8µm
_07025_,2.8µm
_07055_,2.8µm
_07077_,2.8µm
_07090_,2.8µm
_07098_,2.8µm
_07106_,2.8µm
_07132_,2.8µm
_07147_,2.8µm
_07159_,2.8µm
_07163_,2.8µm
_07232_,2.8µm
_07244_,2.8µm
_07258_,2.8µm
_07285_,2.8µm
_07299_,2.8µm
_07303_,2.8µm
_07306_,2.8µm
_07308_,2.8µm
_07363_,2.8µm
_07390_,2.8µm
_07404_,2.8µm
_07407_,2.8µm
_07442_,2.8µm
_07504_,2.8µm
_07545_,2.8µm
_07575_,2.8µm
_07578_,2.8µm
_07585_,2.8µm
_07637_,2.8µm
_07695_,2.8µm
_07697_,2.8µm
_07735_,2.8µm
_07744_,2.8µm
_07746_,2.8µm
_07750_,2.8µm
_07770_,2.8µm
_07790_,2.8µm
_07844_,2.8µm
_07889_,2.8µm
_07944_,2.8µm
_07963_,2.8µm
_07967_,2.8µm
_07994_,2.8µm
_07996_,2.8µm
_08061_,2.8µm
_08089_,2.8µm
_08113_,2.8µm
_08125_,2.8µm
_08129_,2.8µm
_08142_,2.8µm
_08166_,2.8µm
_08215_,2.8µm
_08247_,2.8µm
_08256_,2.8µm
_08315_,2.8µm
_08344_,2.8µm
_08367_,2.8µm
_08463_,2.8µm
_08501_,2.8µm
_08504_,2.8µm
_08539_,2.8µm
_08566_,2.8µm
_08605_,2.8µm
_08610_,2.8µm
_08613_,2.8µm
_08619_,2.8µm
_08629_,2.8µm
_08673_,2.8µm
_08679_,2.8µm
_08681_,2.8µm
_08708_,2.8µm
_08727_,2.8µm
_08731_,2.8µm
_08746_,2.8µm
_08775_,2.8µm
_08851_,2.8µm
_08861_,2.8µm
_08891_,2.8µm
_08916_,2.8µm
_08924_,2.8µm
_08927_,2.8µm
_08944_,2.8µm
_08955_,2.8µm
_08978_,2.8µm
_08987_,2.8µm
_08989_,2.8µm
_09012_,2.8µm
_09018_,2.8µm
_09063_,2.8µm
_09105_,2.8µm
_09123_,2.8µm
_09132_,2.8µm
_09164_,2.8µm
_09196_,2.8µm
_09203_,2.8µm
_09231_,2.8µm
_09251_,2.8µm
_09253_,2.8µm
_09336_,2.8µm
_09366_,2.8µm
_09425_,2.8µm
_09452_,2.8µm
_09489_,2.8µm
_09492_,2.8µm
_09513_,2.8µm
_09516_,2.8µm
_09522_,2.8µm
_09587_,2.8µm
_09622_,2.8µm
_09631_,2.8µm
_09660_,2.8µm
_09678_,2.8µm
_09680_,2.8µm
_09690_,2.8µm
_09715_,2.8µm
_09792_,2.8µm
_09812_,2.8µm
_09876_,2.8µm
_09894_,2.8µm
_09895_,2.8µm
_09911_,2.8µm
_09939_,2.8µm
_09942_,2.8µm
_09945_,2.8µm
_09980_,2.8µm
_09989_,2.8µm
_10007_,2.8µm
_10010_,2.8µm
_10014_,2.8µm
_10024_,2.8µm
_10056_,2.8µm
_10072_,2.8µm
_10141_,2.8µm
_10157_,2.8µm
_10160_,2.8µm
_10168_,2.8µm
_10176_,2.8µm
_10194_,2.8µm
_10232_,2.8µm
_10252_,2.8µm
_10257_,2.8µm
_10260_,2.8µm
_10284_,2.8µm
_10304_,2.8µm
_10322_,2.8µm
_10329_,2.8µm
_10353_,2.8µm
_10392_,2.8µm
_10403_,2.8µm
_10410_,2.8µm
_10418_,2.8µm
_10435_,2.8µm
_10461_,2.8µm
_10474_,2.8µm
_10495_,2.8µm
_10519_,2.8µm
_10552_,2.8µm
_10562_,2.8µm
_10579_,2.8µm
_10596_,2.8µm
_10598_,2.8µm
_10604_,2.8µm
_10617_,2.8µm
_10674_,2.8µm
_10693_,2.8µm
_10711_,2.8µm
_10715_,2.8µm
_10727_,2.8µm
_10751_,2.8µm
_10760_,2.8µm
_11161_,2.8µm
_11207_,2.8µm
_11208_,2.8µm
_11236_,2.8µm
_11256_,2.8µm
_11274_,2.8µm
_11292_,2.8µm
_11295_,2.8µm
_11303_,2.8µm
_11313_,2.8µm
_11376_,2.8µm
_11400_,2.8µm
_11401_,2.8µm
_11411_,2.8µm
_11458_,2.8µm
_11483_,2.8µm
_11528_,2.8µm
_11535_,2.8µm
_11545_,2.8µm
_11607_,2.8µm
_11702_,2.8µm
_11725_,2.8µm
_11756_,2.8µm
_11822_,2.8µm
_11857_,2.8µm
_11879_,2.8µm
_11976_,2.8µm
_12004_,2.8µm
_12028_,2.8µm
_12036_,2.8µm
_12043_,2.8µm
_12051_,2.8µm
_12059_,2.8µm
_12060_,2.8µm
_12108_,2.8µm
_12115_,2.8µm
_12160_,2.8µm
_12178_,2.8µm
_12214_,2.8µm
_12265_,2.8µm
_12293_,2.8µm
_12320_,2.8µm
_12338_,2.8µm
_12346_,2.8µm
_12372_,2.8µm
_12403_,2.8µm
_12472_,2.8µm
_12600_,2.8µm
_12609_,2.8µm
_12661_,2.8µm
_12790_,2.8µm
_12819_,2.8µm
_12848_,2.8µm
_12853_,2.8µm
_12858_,2.8µm
_12902_,2.8µm
_12966_,2.8µm
_12970_,2.8µm
_12993_,2.8µm
_13012_,2.8µm
_13050_,2.8µm
_13092_,2.8µm
_13111_,2.8µm
_13135_,2.8µm
_13142_,2.8µm
_13163_,2.8µm
_13203_,2.8µm
_13240_,2.8µm
_13247_,2.8µm
_13267_,2.8µm
_13297_,2.8µm
_13323_,2.8µm
_13371_,2.8µm
_13407_,2.8µm
_13422_,2.8µm
_13432_,2.8µm
_13604_,2.8µm
_13690_,2.8µm
_13720_,2.8µm
_13774_,2.8µm
_13824_,2.8µm
_13830_,2.8µm
_13847_,2.8µm
_13851_,2.8µm
_13913_,2.8µm
_13921_,2.8µm
_13925_,2.8µm
_13951_,2.8µm
_13952_,2.8µm
_13968_,2.8µm
_14004_,2.8µm
_14017_,2.8µm
_14053_,2.8µm
_14073_,2.8µm
_14094_,2.8µm
_14095_,2.8µm
_14167_,2.8µm
_14206_,2.8µm
_14245_,2.8µm
_14292_,2.8µm
_14353_,2.8µm
_14359_,2.8µm
_14369_,2.8µm
_14514_,2.8µm
_14573_,2.8µm
_14620_,2.8µm
_14633_,2.8µm
_14691_,2.8µm
_14693_,2.8µm
_14717_,2.8µm
_14726_,2.8µm
_14732_,2.8µm
_14744_,2.8µm
_14775_,2.8µm
_14808_,2.8µm
_14829_,2.8µm
_14838_,2.8µm
_14933_,2.8µm
_14966_,2.8µm
_14972_,2.8µm
_14995_,2.8µm
_15061_,2.8µm
_15081_,2.8µm
_15100_,2.8µm
_15119_,2.8µm
_15328_,2.8µm
_15359_,2.8µm
_15441_,2.8µm
_15455_,2.8µm
_15456_,2.8µm
_15467_,2.8µm
_15524_,2.8µm
_15563_,2.8µm
_15606_,2.8µm
_15614_,2.8µm
_15619_,2.8µm
_15647_,2.8µm
_15719_,2.8µm
_15747_,2.8µm
_15796_,2.8µm
_15813_,2.8µm
_15818_,2.8µm
_15907_,2.8µm
_15921_,2.8µm
_16044_,2.8µm
_16062_,2.8µm
_16100_,2.8µm
_16109_,2.8µm
_16270_,2.8µm
_16286_,2.8µm
_16316_,2.8µm
_16359_,2.8µm
_16481_,2.8µm
_16528_,2.8µm
_16552_,2.8µm
_16557_,2.8µm
_16598_,2.8µm
_16606_,2.8µm
_16619_,2.8µm
_16687_,2.8µm
_16733_,2.8µm
_16799_,2.8µm
_16837_,2.8µm
_16901_,2.8µm
_16929_,2.8µm
_16932_,2.8µm
_16936_,2.8µm
_16938_,2.8µm
_16949_,2.8µm
_16953_,2.8µm
_16965_,2.8µm
_17015_,2.8µm
_17032_,2.8µm
_17036_,2.8µm
_17066_,2.8µm
_17078_,2.8µm
_17142_,2.8µm
_17143_,2.8µm
_17149_,2.8µm
_17175_,2.8µm
_17259_,2.8µm
_17339_,2.8µm
_17343_,2.8µm
_17344_,2.8µm
_17467_,2.8µm
_17619_,2.8µm
u_integration_final.integration_inst.quantizer_inst.target_dtype_1\[2\],2.8µm
u_integration_final.integration_inst.reg_bank_inst.accum\[2\]\[1\],2.8µm
u_integration_final.integration_inst.reg_bank_inst.cols_a_d\[1\]\[0\],2.8µm
u_integration_final.integration_inst.reg_bank_inst.cols_a_d\[2\]\[1\],2.8µm
u_integration_final.uart_inst.bg.counter\[13\],2.8µm
net1220,2.8µm
net2427,2.8µm
net3983,2.8µm
_01604_,2.74µm
_10880_,2.52µm
_01781_,2.34µm
_02111_,2.34µm
_02125_,2.34µm
_02236_,2.34µm
_02444_,2.34µm
_02632_,2.34µm
_02658_,2.34µm
_02791_,2.34µm
_02890_,2.34µm
_03110_,2.34µm
_03570_,2.34µm
_03654_,2.34µm
_03712_,2.34µm
_03766_,2.34µm
_04166_,2.34µm
_04415_,2.34µm
_04514_,2.34µm
_04954_,2.34µm
_05001_,2.34µm
_05027_,2.34µm
_05097_,2.34µm
_05108_,2.34µm
_05336_,2.34µm
_05342_,2.34µm
_05458_,2.34µm
_05626_,2.34µm
_05825_,2.34µm
_06053_,2.34µm
_06248_,2.34µm
_06252_,2.34µm
_06285_,2.34µm
_06308_,2.34µm
_06635_,2.34µm
_07421_,2.34µm
_07549_,2.34µm
_07777_,2.34µm
_07810_,2.34µm
_07822_,2.34µm
_07865_,2.34µm
_07919_,2.34µm
_07958_,2.34µm
_07988_,2.34µm
_08447_,2.34µm
_08785_,2.34µm
_08815_,2.34µm
_08876_,2.34µm
_08984_,2.34µm
_09056_,2.34µm
_09335_,2.34µm
_09456_,2.34µm
_09461_,2.34µm
_09488_,2.34µm
_09493_,2.34µm
_09570_,2.34µm
_09597_,2.34µm
_09602_,2.34µm
_09652_,2.34µm
_09656_,2.34µm
_09845_,2.34µm
_09862_,2.34µm
_09884_,2.34µm
_09951_,2.34µm
_10004_,2.34µm
_10011_,2.34µm
_10019_,2.34µm
_10121_,2.34µm
_10166_,2.34µm
_10200_,2.34µm
_10289_,2.34µm
_10344_,2.34µm
_10469_,2.34µm
_10502_,2.34µm
_10555_,2.34µm
_10590_,2.34µm
_10630_,2.34µm
_10645_,2.34µm
_10970_,2.34µm
_11415_,2.34µm
_11602_,2.34µm
_11705_,2.34µm
_12864_,2.34µm
_12866_,2.34µm
_13070_,2.34µm
_13091_,2.34µm
_13149_,2.34µm
_13316_,2.34µm
_13480_,2.34µm
_13924_,2.34µm
_14016_,2.34µm
_14432_,2.34µm
_14736_,2.34µm
_14802_,2.34µm
_15039_,2.34µm
_15329_,2.34µm
_15488_,2.34µm
_15599_,2.34µm
_15712_,2.34µm
_16176_,2.34µm
_16197_,2.34µm
_16648_,2.34µm
_16781_,2.34µm
_16839_,2.34µm
_16942_,2.34µm
_16952_,2.34µm
_17047_,2.34µm
_17068_,2.34µm
_17368_,2.34µm
